"id"	"name"	"synonym"	"def"	"is_a"	"xref"	"relationship"	"comment"	"is_obsolete"	"replaced_by"	"property_value"	"other"
"MS:1002290"	"XPRESS"	NA	"\"A program in the TPP that calculates PSM-level abundances based on 2-channel isotope-labelled data such as ICAT, SILAC, etc.\" [PSI:PI]"	"MS:1002286 ! Trans-Proteomic Pipeline software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002291"	"Libra"	NA	"\"A program in the TPP that calculates PSM, peptide, and protein-level abundances based on N-channel isobaric label peptide data such as iTRAQ, TMT, etc.\" [PSI:PI]"	"MS:1002286 ! Trans-Proteomic Pipeline software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002292"	"PTMProphet"	NA	"\"A program in the TPP that calculates PTM localization probabilities by re-analyzing the peaks that are available to distinguish between possible modification sites.\" [PSI:PI]"	"MS:1002286 ! Trans-Proteomic Pipeline software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002293"	"Bruker Daltonics SCION series"	NA	"\"Bruker Daltonics' SCION series.\" [PSI:MS]"	"MS:1000122 ! Bruker Daltonics instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002294"	"Bruker Daltonics EVOQ series"	NA	"\"Bruker Daltonics' EVOQ series.\" [PSI:MS]"	"MS:1000122 ! Bruker Daltonics instrument model"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002295"	"SCION SQ"	NA	"\"Bruker Daltonics' SCION SQ: GC-single quadrupole.\" [PSI:MS]"	"MS:1002293 ! Bruker Daltonics SCION series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002296"	"SCION TQ"	NA	"\"Bruker Daltonics' SCION TQ: GC-triple quadrupole.\" [PSI:MS]"	"MS:1002293 ! Bruker Daltonics SCION series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002297"	"EVOQ Elite"	NA	"\"Bruker Daltonics' EVOQ Elite: LC-triple quadrupole.\" [PSI:MS]"	"MS:1002294 ! Bruker Daltonics EVOQ series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002298"	"EVOQ Qube"	NA	"\"Bruker Daltonics' EVOQ Qube: LC-triple quadrupole.\" [PSI:MS]"	"MS:1002294 ! Bruker Daltonics EVOQ series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002299"	"micrOTOF-Q III"	NA	"\"Bruker Daltonics' micrOTOF-Q III: ESI Q-TOF, Nanospray, APCI, APPI, GC-APCI, CaptiveSpray.\" [PSI:MS]"	"MS:1001536 ! Bruker Daltonics micrOTOF series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002300"	"amaZon Speed ETD"	NA	"\"Bruker Daltonics' amaZon Speed ETD: ESI quadrupole ion trap, Nanospray, APCI, APPI, ETD, PTR, GC-APCI, CaptiveSpray.\" [PSI:MS]"	"MS:1001545 ! Bruker Daltonics amaZon series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002301"	"amaZon Speed"	NA	"\"Bruker Daltonics' amaZon ETD: ESI quadrupole ion trap, Nanospray, APCI, APPI, GC-APCI, CaptiveSpray.\" [PSI:MS]"	"MS:1001545 ! Bruker Daltonics amaZon series"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002302"	"Bruker Container format"	NA	"\"Bruker Container raw file format.\" [PSI:MS]"	"MS:1000560 ! mass spectrometer file format"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002303"	"Bruker Container nativeID format"	NA	"\"Native identifier (UUID).\" [PSI:MS]"	"MS:1000767 ! native spectrum identifier format"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002304"	"domain range"	NA	"\"Domain range of a numerical value.\" [PSI:PI]"	NA	NA	"part_of MS:0000000 ! Proteomics Standards Initiative Mass Spectrometry Vocabularies"	NA	FALSE	NA	NA	NA
"MS:1002305"	"value between 0 and 1 inclusive"	NA	"\"Value range for probabilities.\" [PSI:PI]"	"MS:1002304 ! domain range"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002306"	"value greater than zero"	NA	"\"Positive value range.\" [PSI:PI]"	"MS:1002304 ! domain range"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002307"	"fragmentation ion type"	NA	"\"Type of fragment ion based on where the backbone breaks, such as a y ion or a c ion.\" [PSI:PI]"	"MS:1001221 ! product ion attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002308"	"fluorescence detector"	NA	"\"A detector using a fluorescent signal after excitation with light.\" [PSI:MS]"	"MS:1000026 ! detector type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002309"	"Byonic: Peptide AbsLogProb"	NA	"\"The absolute value of the log-base10 of the Byonic posterior error probability (PEP) of the PSM.\" [PSI:PI]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002108 ! higher score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002310"	"Byonic: Protein AbsLogProb"	NA	"\"The absolute value of the log-base10 of the Byonic posterior error probability (PEP) of the protein.\" [PSI:PI]"	"MS:1002363 ! search engine specific score for proteins"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002108 ! higher score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002311"	"Byonic: Peptide AbsLogProb2D"	NA	"\"The absolute value of the log-base10 Byonic two-dimensional posterior error probability (PEP) of the PSM. The two-dimensional PEP takes into account protein ranking information as well as PSM information.\" [PSI:PI]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002108 ! higher score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002312"	"MS-Numpress linear prediction compression"	NA	"\"Compression using MS-Numpress linear prediction compression.\" [https://github.com/ms-numpress/ms-numpress]"	"MS:1000572 ! binary data compression type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002313"	"MS-Numpress positive integer compression"	NA	"\"Compression using MS-Numpress positive integer compression.\" [https://github.com/ms-numpress/ms-numpress]"	"MS:1000572 ! binary data compression type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002314"	"MS-Numpress short logged float compression"	NA	"\"Compression using MS-Numpress short logged float compression.\" [https://github.com/ms-numpress/ms-numpress]"	"MS:1000572 ! binary data compression type"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002315"	"consensus result"	NA	"\"Indicates a consensus result from several search engine runs.\" [PSI:PI]"	"MS:1001405 ! spectrum identification result details"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002316"	"ProteomeDiscoverer:Amanda:high confidence threshold"	NA	"\"Strict confidence probability score.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:int \"The allowed value-type for this CV term.\""	"has_value_type xsd\:int ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002317"	"ProteomeDiscoverer:Amanda:middle confidence threshold"	NA	"\"Relaxed confidence probability score.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:int \"The allowed value-type for this CV term.\""	"has_value_type xsd\:int ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002318"	"ProteomeDiscoverer:automatic workload"	NA	"\"Flag indicating automatic estimation of the workload level.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:boolean \"The allowed value-type for this CV term.\""	"has_value_type xsd\:boolean ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002319"	"Amanda:AmandaScore"	NA	"\"The Amanda score of the scoring function for a PSM.\" [PSI:PI]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002320"	"ProteomeDiscoverer:max differential modifications"	NA	"\"Maximum dynamic modifications per PSM.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:int \"The allowed value-type for this CV term.\""	"has_value_type xsd\:int ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002321"	"ProteomeDiscoverer:max equal modifications"	NA	"\"Maximum equal modifications per PSM.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:int \"The allowed value-type for this CV term.\""	"has_value_type xsd\:int ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002322"	"ProteomeDiscoverer:min peptide length"	NA	"\"Minimum peptide length.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:int \"The allowed value-type for this CV term.\""	"has_value_type xsd\:int ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002323"	"ProteomeDiscoverer:max peptide length"	NA	"\"Maximum peptide length.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:int \"The allowed value-type for this CV term.\""	"has_value_type xsd\:int ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002324"	"ProteomeDiscoverer:max number neutral loss"	NA	"\"Maximum number of same neutral losses.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:int \"The allowed value-type for this CV term.\""	"has_value_type xsd\:int ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002325"	"ProteomeDiscoverer:max number neutral loss modifications"	NA	"\"Max number of same neutral losses of modifications.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:int \"The allowed value-type for this CV term.\""	"has_value_type xsd\:int ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002326"	"ProteomeDiscoverer:use flanking ions"	NA	"\"Flag for usage of flanking ions.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:boolean \"The allowed value-type for this CV term.\""	"has_value_type xsd\:boolean ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002327"	"ProteomeDiscoverer:max number of same modifs"	NA	"\"The maximum number of possible equal modifications per PSM.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:int \"The allowed value-type for this CV term.\""	"has_value_type xsd\:int ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002328"	"ProteomeDiscoverer:perform deisotoping"	NA	"\"Defines whether a simple deisotoping shall be performed.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:boolean \"The allowed value-type for this CV term.\""	"has_value_type xsd\:boolean ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002329"	"ProteomeDiscoverer:ion settings"	NA	"\"Specifies the fragment ions and neutral losses that are calculated.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002330"	"ProteomeDiscoverer:3. Static Modification"	NA	"\"OBSOLETE ProteomeDiscoverer's 3rd static post-translational modification (PTM) input parameter.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	"This term was made obsolete because it's recommended to use ProteomeDiscoverer:Static Modification (MS:1001645) instead."	TRUE	NA	NA	NA
"MS:1002331"	"ProteomeDiscoverer:5. Dynamic Modification"	NA	"\"OBSOLETE ProteomeDiscoverer's 5th dynamic post-translational modification (PTM) input parameter.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	"This term was made obsolete because it's recommended to use ProteomeDiscoverer:Dynamic Modification (MS:1001644) instead."	TRUE	NA	NA	NA
"MS:1002332"	"lab head"	NA	"\"The scientist responsible for personnel, grants, and instrumentation in a functional laboratory group.\" [PSI:PI]"	"MS:1002033 ! contact role"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002333"	"conversion software"	NA	"\"Computer software primarily designed to convert data represented in one format to another format, sometimes with minor data alterations in the process.\" [PSI:PI]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002334"	"ProCon"	NA	"\"Java software designed to convert one of several proteomics identification results formats into mzIdentML or PRIDE XML.\" [PSI:PI, http://www.medizinisches-proteom-center.de/procon]"	"MS:1002333 ! conversion software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002335"	"PRIDE Converter2"	NA	"\"Java software designed to convert one of several proteomics identification results formats into PRIDE XML.\" [PMID:22949509]"	"MS:1002333 ! conversion software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002336"	"Amanda"	NA	"\"Amanda scoring system for PSM identification.\" [PSI:PI]"	"MS:1001456 ! analysis software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002337"	"Andromeda"	NA	"\"Andromeda is a peptide search engine.\" [PSI:PI]"	"MS:1001456 ! analysis software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002338"	"Andromeda:score"	NA	"\"The probability based score of the Andromeda search engine.\" [PSI:PI]"	"MS:1001143 ! PSM-level search engine specific statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_order MS:1002108 ! higher score better; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002339"	"site:global FDR"	NA	"\"Estimation of global false discovery rate of peptides with a post-translational modification.\" [PSI:PI]"	"MS:1001405 ! spectrum identification result details"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002340"	"ProteomeXchange project tag"	NA	"\"Tag that can be added to a ProteomeXchange dataset, to enable the grouping of datasets. One tag can be used for indicating that a given dataset is part of a bigger project, like e.g. the Human Proteome Project.\" [PSI:PI]"	"MS:1000878 ! external reference identifier"	"value-type:xsd\:string \"The allowed value-type for this CV term.\""	"has_value_type xsd\:string ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002341"	"second-pass peptide identification"	NA	"\"A putative identified peptide found in a second-pass search of protein sequences selected from a first-pass search.\" [PSI:PI]"	"MS:1001105 ! peptide sequence-level identification attribute"	"value-type:xsd\:boolean \"The allowed value-type for this CV term.\""	"has_value_type xsd\:boolean ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002342"	"MZmine"	NA	"\"A framework for differential analysis of mass spectrometry data.\" [PMID:16403790, PMID:20650010]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002343"	"ion stability type"	NA	"\"OBSOLETE Stability type of the ion.\" [PSI:PI]"	NA	NA	NA	"This child of the former purgatory term ion was made obsolete."	TRUE	NA	NA	NA
"MS:1002344"	"Maltcms"	NA	"\"Modular Application Toolkit for Chromatography Mass-Spectrometry is an application framework mainly for developers.\" [PSI:PI, http://maltcms.sf.net]"	"MS:1001457 ! data processing software"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002345"	"PSM-level attribute"	NA	"\"Attribute of a single peptide-spectrum match.\" [PSI:PI]"	"MS:1002694 ! single identification result attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002346"	"protein group-level identification attribute"	NA	"\"Protein group level information.\" [PSI:PI]"	"MS:1002694 ! single identification result attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002347"	"PSM-level identification statistic"	NA	"\"Identification confidence metric for a peptide spectrum match.\" [PSI:PI]"	"MS:1002345 ! PSM-level attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002348"	"protein group-level identification statistic"	NA	"\"Identification confidence metric for a protein group.\" [PSI:PI]"	"MS:1002346 ! protein group-level identification attribute"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002349"	"value greater than zero but less than or equal to one"	NA	"\"Positive value range less than or equal to 1.\" [PSI:PI]"	"MS:1002304 ! domain range"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002350"	"PSM-level global FDR"	NA	"\"Estimation of the global false discovery rate of peptide spectrum matches.\" [PSI:PI]"	"MS:1002701 ! PSM-level result list statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002351"	"PSM-level local FDR"	NA	"\"Estimation of the local false discovery rate of peptide spectrum matches.\" [PSI:PI]"	"MS:1002347 ! PSM-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002352"	"PSM-level p-value"	NA	"\"Estimation of the p-value for peptide spectrum matches.\" [PSI:PI]"	"MS:1002347 ! PSM-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002353"	"PSM-level e-value"	NA	"\"Estimation of the e-value for peptide spectrum matches.\" [PSI:PI]"	"MS:1002347 ! PSM-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002306 ! value greater than zero; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002354"	"PSM-level q-value"	NA	"\"Estimation of the q-value for peptide spectrum matches.\" [PSI:PI]"	"MS:1002347 ! PSM-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002355"	"PSM-level FDRScore"	NA	"\"mzidLibrary FDRScore for peptide spectrum matches.\" [PSI:PI]"	"MS:1002363 ! search engine specific score for proteins"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002349 ! value greater than zero but less than or equal to 1; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002356"	"PSM-level combined FDRScore"	NA	"\"mzidLibrary Combined FDRScore for peptide spectrum matches specifically obtained for distinct combinations of single, pairs or triplets of search engines making a given PSM, used for integrating results from these distinct pools.\" [PSI:PI]"	"MS:1002363 ! search engine specific score for proteins"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002349 ! value greater than zero but less than or equal to 1; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002357"	"PSM-level probability"	NA	"\"Probability that the reported peptide ion is truly responsible for some or all of the components of the specified mass spectrum.\" [PSI:PI]"	"MS:1002347 ! PSM-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002358"	"search engine specific peptide sequence-level identification statistic"	NA	"\"Search engine specific distinct peptide score.\" [PSI:PI]"	"MS:1001092 ! peptide sequence-level identification statistic"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002359"	"peptide sequence-level local FDR"	NA	"\"Estimation of the local false discovery rate for distinct peptides once redundant identifications of the same peptide have been removed (id est multiple PSMs have been collapsed to one entry).\" [PSI:PI]"	"MS:1001092 ! peptide sequence-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002360"	"distinct peptide-level FDRScore"	NA	"\"MzidLibrary FDRScore for distinct peptides once redundant identifications of the same peptide have been removed (id est multiple PSMs have been collapsed to one entry).\" [PSI:PI]"	"MS:1002363 ! search engine specific score for proteins"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002349 ! value greater than zero but less than or equal to one; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002361"	"distinct peptide-level combined FDRScore"	NA	"\"Combined FDRScore for peptides once redundant identifications of the same peptide have been removed (id est multiple PSMs have been collapsed to one entry) specifically obtained for distinct combinations of single, pairs or triplets of search engines making a given peptide, used for integrating results from these distinct pools.\" [PSI:PI]"	"MS:1002363 ! search engine specific score for proteins"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002349 ! value greater than zero but less than or equal to one; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002362"	"peptide sequence-level probability"	NA	"\"Probability that the reported distinct peptide sequence (irrespective of mass modifications) has been correctly identified via the referenced PSMs.\" [PSI:PI]"	"MS:1001092 ! peptide sequence-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002363"	"search engine specific score for proteins"	NA	"\"Search engine specific protein scores.\" [PSI:PI]"	"MS:1001116 ! single protein identification statistic"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002364"	"protein-level local FDR"	NA	"\"Estimation of the local false discovery rate of proteins.\" [PSI:PI]"	"MS:1001116 ! single protein identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002365"	"FDRScore for proteins"	NA	"\"MzidLibrary FDRScore for proteins specifically obtained for distinct combinations of single, pairs or triplets of search engines making a given PSM, used for integrating results from these distinct pools.\" [PSI:PI]"	"MS:1002363 ! search engine specific score for proteins"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002349 ! value greater than zero but less than or equal to one; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002366"	"combined FDRScore for proteins"	NA	"\"MzidLibrary Combined FDRScore for proteins.\" [PSI:PI]"	"MS:1002363 ! search engine specific score for proteins"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002349 ! value greater than zero but less than or equal to one; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002367"	"probability for proteins"	NA	"\"Probability that a specific protein sequence has been correctly identified from the PSM and distinct peptide evidence, and based on the available protein sequences presented to the analysis software.\" [PSI:PI]"	"MS:1001116 ! single protein identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002368"	"search engine specific score for protein groups"	NA	"\"Search engine specific protein group scores.\" [PSI:PI]"	"MS:1002348 ! protein group-level identification statistic"	NA	NA	NA	FALSE	NA	NA	NA
"MS:1002369"	"protein group-level global FDR"	NA	"\"Estimation of the global false discovery rate of protein groups.\" [PSI:PI]"	"MS:1002706 ! protein group-level result list statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002370"	"protein group-level local FDR"	NA	"\"Estimation of the local false discovery rate of protein groups.\" [PSI:PI]"	"MS:1002348 ! protein group-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002371"	"protein group-level p-value"	NA	"\"Estimation of the p-value for protein groups.\" [PSI:PI]"	"MS:1002348 ! protein group-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002372"	"protein group-level e-value"	NA	"\"Estimation of the e-value for protein groups.\" [PSI:PI]"	"MS:1002348 ! protein group-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002306 ! value greater than zero; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002373"	"protein group-level q-value"	NA	"\"Estimation of the q-value for protein groups.\" [PSI:PI]"	"MS:1002348 ! protein group-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002374"	"protein group-level FDRScore"	NA	"\"mzidLibrary FDRScore for protein groups.\" [PSI:PI]"	"MS:1002368 ! search engine specific score for protein groups"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002349 ! value greater than zero but less than or equal to one; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002375"	"protein group-level combined FDRScore"	NA	"\"mzidLibrary Combined FDRScore for proteins specifically obtained for distinct combinations of single, pairs or triplets of search engines making a given PSM, used for integrating results from these distinct pools.\" [PMID:19253293]"	"MS:1002368 ! search engine specific score for protein groups"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002349 ! value greater than zero but less than or equal to one; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002376"	"protein group-level probability"	NA	"\"Probability that at least one of the members of a group of protein sequences has been correctly identified from the PSM and distinct peptide evidence, and based on the available protein sequences presented to the analysis software.\" [PSI:PI]"	"MS:1002348 ! protein group-level identification statistic"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_domain MS:1002305 ! value between 0 and 1 inclusive; has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002377"	"ProteomeDiscoverer:Relaxed Score Threshold"	NA	"\"Specifies the threshold value for relaxed scoring.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:float \"The allowed value-type for this CV term.\""	"has_value_type xsd\:float ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002378"	"ProteomeDiscoverer:Strict Score Threshold"	NA	"\"Specifies the threshold value for strict scoring.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:float \"The allowed value-type for this CV term.\""	"has_value_type xsd\:float ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002379"	"ProteomeDiscoverer:Peptide Without Protein Cut Off Score"	NA	"\"Cut off score for storing peptides that do not belong to a protein.\" [PSI:PI]"	"MS:1002101 ! ProteomeDiscoverer input parameter"	"value-type:xsd\:float \"The allowed value-type for this CV term.\""	"has_value_type xsd\:float ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
"MS:1002380"	"false localization rate"	NA	"\"Estimation of the false localization rate for modification site assignment.\" [PSI:PI]"	"MS:1001405 ! spectrum identification result details"	"value-type:xsd\:double \"The allowed value-type for this CV term.\""	"has_value_type xsd\:double ! The allowed value-type for this CV term"	NA	FALSE	NA	NA	NA
